algorithm,n_people,cohesion,iteration,score,time
linearSwitchFromGrouped,8,30,69,434.92,0.08425164222717285
linearSwitchFromGrouped,8,30,70,319.7,0.08433985710144043
linearSwitchFromGrouped,8,30,71,444.55,0.09477758407592773
linearSwitchFromGrouped,8,30,72,550.11,0.06625103950500488
linearSwitchFromGrouped,8,30,73,405.45,0.07442092895507812
linearSwitchFromGrouped,8,30,74,368.18,0.08132529258728027
linearSwitchFromGrouped,8,30,75,386.86,0.0793313980102539
linearSwitchFromGrouped,8,30,76,367.67,0.08220386505126953
linearSwitchFromGrouped,8,30,77,413.56,0.08031225204467773
linearSwitchFromGrouped,8,30,78,388.4,0.06849789619445801
linearSwitchFromGrouped,8,30,79,457.55,0.08488082885742188
linearSwitchFromGrouped,8,30,80,387.9,0.07587265968322754
linearSwitchFromGrouped,8,30,81,405.98,0.09697890281677246
linearSwitchFromGrouped,8,30,82,593.94,0.0971841812133789
linearSwitchFromGrouped,8,30,83,523.7,0.0784156322479248
linearSwitchFromGrouped,8,30,84,375.07,0.08155560493469238
linearSwitchFromGrouped,8,30,85,375.7,0.07909202575683594
linearSwitchFromGrouped,8,30,86,522.09,0.07201600074768066
linearSwitchFromGrouped,8,30,87,500.85,0.1149904727935791
linearSwitchFromGrouped,8,30,88,572.56,0.07564902305603027
linearSwitchFromGrouped,8,30,89,405.98,0.06702923774719238
linearSwitchFromGrouped,8,30,90,420.8,0.0773932933807373
linearSwitchFromGrouped,8,30,91,371.57,0.06703591346740723
linearSwitchFromGrouped,8,30,92,459.99,0.09034061431884766
linearSwitchFromGrouped,8,30,93,351.88,0.07125282287597656
linearSwitchFromGrouped,8,30,94,348.21,0.09624552726745605
linearSwitchFromGrouped,8,30,95,398.53,0.0844871997833252
linearSwitchFromGrouped,8,30,96,427.22,0.0713968276977539
linearSwitchFromGrouped,8,30,97,318.8,0.07194304466247559
linearSwitchFromGrouped,8,30,98,490.71,0.06926798820495605
linearSwitchFromGrouped,8,30,99,417.14,0.07723259925842285
linearSwitchFromGrouped,8,40,0,631.44,0.08658671379089355
linearSwitchFromGrouped,8,40,1,348.37,0.07743167877197266
linearSwitchFromGrouped,8,40,2,423.31,0.10415959358215332
linearSwitchFromGrouped,8,40,3,337.62,0.07988524436950684
linearSwitchFromGrouped,8,40,4,429.19,0.08016276359558105
linearSwitchFromGrouped,8,40,5,504.38,0.11773371696472168
linearSwitchFromGrouped,8,40,6,378.97,0.07419204711914062
linearSwitchFromGrouped,8,40,7,452.07,0.08014106750488281
linearSwitchFromGrouped,8,40,8,384.76,0.08855223655700684
linearSwitchFromGrouped,8,40,9,407.71,0.0916743278503418
linearSwitchFromGrouped,8,40,10,429.29,0.06981682777404785
linearSwitchFromGrouped,8,40,11,478.02,0.08433675765991211
linearSwitchFromGrouped,8,40,12,533.11,0.0889732837677002
linearSwitchFromGrouped,8,40,13,406.69,0.09917902946472168
linearSwitchFromGrouped,8,40,14,568.63,0.09117388725280762
linearSwitchFromGrouped,8,40,15,424.18,0.08847999572753906
linearSwitchFromGrouped,8,40,16,277.01,0.06438732147216797
linearSwitchFromGrouped,8,40,17,354.57,0.0830235481262207
linearSwitchFromGrouped,8,40,18,465.08,0.0916297435760498
linearSwitchFromGrouped,8,40,19,363.75,0.06391620635986328
linearSwitchFromGrouped,8,40,20,453.04,0.08060550689697266
linearSwitchFromGrouped,8,40,21,339.55,0.08669090270996094
linearSwitchFromGrouped,8,40,22,433.92,0.10745763778686523
linearSwitchFromGrouped,8,40,23,423.97,0.0802452564239502
linearSwitchFromGrouped,8,40,24,415.25,0.10800719261169434
linearSwitchFromGrouped,8,40,25,422.22,0.08550691604614258
linearSwitchFromGrouped,8,40,26,387.67,0.0820777416229248
linearSwitchFromGrouped,8,40,27,415.88,0.08511567115783691
linearSwitchFromGrouped,8,40,28,455.81,0.08342862129211426
linearSwitchFromGrouped,8,40,29,390.07,0.07650995254516602
linearSwitchFromGrouped,8,40,30,410.17,0.07143378257751465
linearSwitchFromGrouped,8,40,31,561.79,0.1107478141784668
linearSwitchFromGrouped,8,40,32,333.69,0.07080888748168945
linearSwitchFromGrouped,8,40,33,447.48,0.07440400123596191
linearSwitchFromGrouped,8,40,34,458.34,0.07399296760559082
linearSwitchFromGrouped,8,40,35,364.96,0.09442281723022461
linearSwitchFromGrouped,8,40,36,517.45,0.06368684768676758
linearSwitchFromGrouped,8,40,37,497.13,0.09177947044372559
linearSwitchFromGrouped,8,40,38,431.09,0.08651924133300781
linearSwitchFromGrouped,8,40,39,435.43,0.06391549110412598
linearSwitchFromGrouped,8,40,40,445.4,0.06368827819824219
linearSwitchFromGrouped,8,40,41,475.19,0.0929875373840332
linearSwitchFromGrouped,8,40,42,548.48,0.06695151329040527
linearSwitchFromGrouped,8,40,43,504.15,0.10462713241577148
linearSwitchFromGrouped,8,40,44,440.81,0.06912374496459961
linearSwitchFromGrouped,8,40,45,435.43,0.08265495300292969
linearSwitchFromGrouped,8,40,46,576.18,0.0663459300994873
linearSwitchFromGrouped,8,40,47,584.27,0.08156442642211914
linearSwitchFromGrouped,8,40,48,441.96,0.08329534530639648
linearSwitchFromGrouped,8,40,49,439.09,0.07331299781799316
linearSwitchFromGrouped,8,40,50,440.22,0.06953668594360352
linearSwitchFromGrouped,8,40,51,462.79,0.0715172290802002
linearSwitchFromGrouped,8,40,52,468.1,0.08161544799804688
linearSwitchFromGrouped,8,40,53,385.08,0.0881052017211914
linearSwitchFromGrouped,8,40,54,493.42,0.06705069541931152
linearSwitchFromGrouped,8,40,55,519.71,0.09242892265319824
linearSwitchFromGrouped,8,40,56,317.25,0.09130191802978516
linearSwitchFromGrouped,8,40,57,483.48,0.10719752311706543
linearSwitchFromGrouped,8,40,58,524.48,0.07282543182373047
linearSwitchFromGrouped,8,40,59,444.68,0.08770608901977539
linearSwitchFromGrouped,8,40,60,452.21,0.08073067665100098
linearSwitchFromGrouped,8,40,61,473.15,0.08232903480529785
linearSwitchFromGrouped,8,40,62,331.17,0.0832815170288086
linearSwitchFromGrouped,8,40,63,452.72,0.0807960033416748
linearSwitchFromGrouped,8,40,64,450.37,0.0685567855834961
linearSwitchFromGrouped,8,40,65,466.37,0.08115363121032715
linearSwitchFromGrouped,8,40,66,407.82,0.06388401985168457
linearSwitchFromGrouped,8,40,67,380.8,0.07240867614746094
linearSwitchFromGrouped,8,40,68,551.61,0.07561349868774414
linearSwitchFromGrouped,8,40,69,434.92,0.08389949798583984
linearSwitchFromGrouped,8,40,70,319.7,0.08569741249084473
linearSwitchFromGrouped,8,40,71,444.55,0.09862780570983887
linearSwitchFromGrouped,8,40,72,550.11,0.06655025482177734
linearSwitchFromGrouped,8,40,73,405.45,0.07452034950256348
linearSwitchFromGrouped,8,40,74,368.18,0.08081531524658203
linearSwitchFromGrouped,8,40,75,386.86,0.07918620109558105
linearSwitchFromGrouped,8,40,76,367.67,0.08226203918457031
linearSwitchFromGrouped,8,40,77,413.56,0.08026599884033203
linearSwitchFromGrouped,8,40,78,388.4,0.06783747673034668
linearSwitchFromGrouped,8,40,79,457.55,0.08484530448913574
linearSwitchFromGrouped,8,40,80,387.9,0.0754709243774414
linearSwitchFromGrouped,8,40,81,405.98,0.0979468822479248
linearSwitchFromGrouped,8,40,82,593.94,0.09856748580932617
linearSwitchFromGrouped,8,40,83,523.7,0.07821536064147949
linearSwitchFromGrouped,8,40,84,375.07,0.08208394050598145
linearSwitchFromGrouped,8,40,85,375.7,0.07935571670532227
linearSwitchFromGrouped,8,40,86,522.09,0.07283687591552734
linearSwitchFromGrouped,8,40,87,500.85,0.12167048454284668
linearSwitchFromGrouped,8,40,88,572.56,0.07476043701171875
linearSwitchFromGrouped,8,40,89,405.98,0.0650947093963623
linearSwitchFromGrouped,8,40,90,420.8,0.07706880569458008
linearSwitchFromGrouped,8,40,91,371.57,0.06784939765930176
linearSwitchFromGrouped,8,40,92,459.99,0.08647823333740234
linearSwitchFromGrouped,8,40,93,351.88,0.07123136520385742
linearSwitchFromGrouped,8,40,94,348.21,0.09474849700927734
linearSwitchFromGrouped,8,40,95,398.53,0.08456015586853027
linearSwitchFromGrouped,8,40,96,427.22,0.0691061019897461
linearSwitchFromGrouped,8,40,97,318.8,0.0712277889251709
linearSwitchFromGrouped,8,40,98,490.71,0.06933045387268066
linearSwitchFromGrouped,8,40,99,417.14,0.07646322250366211
