algorithm,timelimit,n_people,cohesion,iteration,score,time
linearSwitchFromFluent,20.0,300,20,59,13381.26,21.08321785926819
linearSwitchFromFluent,20.0,300,20,60,12898.54,21.115808725357056
linearSwitchFromFluent,20.0,300,20,61,13491.31,21.31456422805786
linearSwitchFromFluent,20.0,300,20,62,12815.17,21.137617826461792
linearSwitchFromFluent,20.0,300,20,63,13694.03,21.195138931274414
linearSwitchFromFluent,20.0,300,20,64,13513.6,21.15194535255432
linearSwitchFromFluent,20.0,300,20,65,13484.34,21.111412048339844
linearSwitchFromFluent,20.0,300,20,66,12700.73,21.112313270568848
linearSwitchFromFluent,20.0,300,20,67,13573.05,21.12980341911316
linearSwitchFromFluent,20.0,300,20,68,13644.06,21.23874044418335
linearSwitchFromFluent,20.0,300,20,69,13063.59,21.318159341812134
linearSwitchFromFluent,20.0,300,20,70,13594.5,21.158620595932007
linearSwitchFromFluent,20.0,300,20,71,13941.63,21.139962196350098
linearSwitchFromFluent,20.0,300,20,72,13489.12,21.013139724731445
linearSwitchFromFluent,20.0,300,20,73,13592.26,21.130435943603516
linearSwitchFromFluent,20.0,300,20,74,13797.95,20.992541790008545
linearSwitchFromFluent,20.0,300,20,75,12759.65,21.086514711380005
linearSwitchFromFluent,20.0,300,20,76,13374.98,21.234946489334106
linearSwitchFromFluent,20.0,300,20,77,13242.83,21.12974715232849
linearSwitchFromFluent,20.0,300,20,78,13054.73,21.270047187805176
linearSwitchFromFluent,20.0,300,20,79,13362.44,21.191409826278687
linearSwitchFromFluent,20.0,300,20,80,13770.33,21.19768977165222
linearSwitchFromFluent,20.0,300,20,81,12999.16,21.212636470794678
linearSwitchFromFluent,20.0,300,20,82,13435.98,21.01511311531067
linearSwitchFromFluent,20.0,300,20,83,13210.89,21.22486925125122
linearSwitchFromFluent,20.0,300,20,84,12707.7,21.212632179260254
linearSwitchFromFluent,20.0,300,20,85,13366.23,21.26854133605957
linearSwitchFromFluent,20.0,300,20,86,13097.16,20.925023794174194
linearSwitchFromFluent,20.0,300,20,87,13614.01,21.141915559768677
linearSwitchFromFluent,20.0,300,20,88,13351.12,21.151851415634155
linearSwitchFromFluent,20.0,300,20,89,13228.85,21.19305109977722
linearSwitchFromFluent,20.0,300,20,90,13008.87,21.213574409484863
linearSwitchFromFluent,20.0,300,20,91,13065.67,21.276732206344604
linearSwitchFromFluent,20.0,300,20,92,13435.1,21.179515838623047
linearSwitchFromFluent,20.0,300,20,93,13129.3,21.143629550933838
linearSwitchFromFluent,20.0,300,20,94,13637.78,21.182289600372314
linearSwitchFromFluent,20.0,300,20,95,13704.77,21.194594144821167
linearSwitchFromFluent,20.0,300,20,96,12810.01,21.215990781784058
linearSwitchFromFluent,20.0,300,20,97,13481.55,21.22028112411499
linearSwitchFromFluent,20.0,300,20,98,12882.85,21.237919330596924
linearSwitchFromFluent,20.0,300,20,99,13108.81,21.236727952957153
linearSwitchFromFluent,20.0,300,30,0,13200.58,20.968152046203613
linearSwitchFromFluent,20.0,300,30,1,14088.46,21.139025688171387
linearSwitchFromFluent,20.0,300,30,2,13689.99,20.961897134780884
linearSwitchFromFluent,20.0,300,30,3,12815.82,20.814432859420776
linearSwitchFromFluent,20.0,300,30,4,13549.35,20.922568559646606
linearSwitchFromFluent,20.0,300,30,5,14213.83,20.969640493392944
linearSwitchFromFluent,20.0,300,30,6,13414.84,20.806081771850586
linearSwitchFromFluent,20.0,300,30,7,13433.47,20.838303327560425
linearSwitchFromFluent,20.0,300,30,8,13802.25,21.033671379089355
linearSwitchFromFluent,20.0,300,30,9,13805.97,20.873344898223877
linearSwitchFromFluent,20.0,300,30,10,13797.21,21.039953231811523
linearSwitchFromFluent,20.0,300,30,11,13710.39,20.98551082611084
linearSwitchFromFluent,20.0,300,30,12,13688.78,20.801185131072998
linearSwitchFromFluent,20.0,300,30,13,13953.34,21.017004251480103
linearSwitchFromFluent,20.0,300,30,14,13929.16,21.020005702972412
linearSwitchFromFluent,20.0,300,30,15,13597.96,20.99517250061035
linearSwitchFromFluent,20.0,300,30,16,13860.67,20.954298734664917
linearSwitchFromFluent,20.0,300,30,17,14152.59,21.07193350791931
linearSwitchFromFluent,20.0,300,30,18,13914.39,20.89303469657898
linearSwitchFromFluent,20.0,300,30,19,13653.9,20.839661121368408
linearSwitchFromFluent,20.0,300,30,20,13690.39,20.954723358154297
linearSwitchFromFluent,20.0,300,30,21,14034.0,20.832211017608643
linearSwitchFromFluent,20.0,300,30,22,14173.66,20.755571842193604
linearSwitchFromFluent,20.0,300,30,23,13548.48,21.067264795303345
linearSwitchFromFluent,20.0,300,30,24,13897.98,21.033592462539673
linearSwitchFromFluent,20.0,300,30,25,14180.03,21.081029415130615
linearSwitchFromFluent,20.0,300,30,26,13255.35,20.884015798568726
linearSwitchFromFluent,20.0,300,30,27,13887.87,21.052107334136963
linearSwitchFromFluent,20.0,300,30,28,13039.08,20.898733377456665
linearSwitchFromFluent,20.0,300,30,29,13341.15,20.97763156890869
linearSwitchFromFluent,20.0,300,30,30,13708.77,20.893231630325317
linearSwitchFromFluent,20.0,300,30,31,13956.83,20.780306339263916
linearSwitchFromFluent,20.0,300,30,32,14194.62,20.90386939048767
linearSwitchFromFluent,20.0,300,30,33,13841.92,21.10282063484192
linearSwitchFromFluent,20.0,300,30,34,13730.37,21.021841526031494
linearSwitchFromFluent,20.0,300,30,35,13349.49,20.8044855594635
linearSwitchFromFluent,20.0,300,30,36,13945.57,20.875319719314575
linearSwitchFromFluent,20.0,300,30,37,13399.24,20.8100106716156
linearSwitchFromFluent,20.0,300,30,38,13993.64,21.025774240493774
linearSwitchFromFluent,20.0,300,30,39,14156.93,20.88613510131836
linearSwitchFromFluent,20.0,300,30,40,13721.61,20.993273973464966
linearSwitchFromFluent,20.0,300,30,41,14006.33,21.06580662727356
linearSwitchFromFluent,20.0,300,30,42,13806.15,20.87875723838806
linearSwitchFromFluent,20.0,300,30,43,13700.01,21.02560782432556
linearSwitchFromFluent,20.0,300,30,44,14137.17,20.890986919403076
linearSwitchFromFluent,20.0,300,30,45,14053.37,20.85396456718445
linearSwitchFromFluent,20.0,300,30,46,13668.15,20.758885145187378
linearSwitchFromFluent,20.0,300,30,47,13533.02,20.99879026412964
linearSwitchFromFluent,20.0,300,30,48,13578.08,21.03850269317627
linearSwitchFromFluent,20.0,300,30,49,13923.18,20.80866289138794
linearSwitchFromFluent,20.0,300,30,50,13892.02,21.11886191368103
linearSwitchFromFluent,20.0,300,30,51,13910.34,20.83564805984497
linearSwitchFromFluent,20.0,300,30,52,13776.33,20.91550636291504
linearSwitchFromFluent,20.0,300,30,53,14032.47,20.727298736572266
linearSwitchFromFluent,20.0,300,30,54,13408.65,21.124039888381958
linearSwitchFromFluent,20.0,300,30,55,13843.81,21.075639247894287
linearSwitchFromFluent,20.0,300,30,56,14113.63,20.9415123462677
linearSwitchFromFluent,20.0,300,30,57,13426.44,21.020700216293335
linearSwitchFromFluent,20.0,300,30,58,13650.28,20.758753299713135
linearSwitchFromFluent,20.0,300,30,59,13691.29,21.185954332351685
linearSwitchFromFluent,20.0,300,30,60,13588.56,20.694395542144775
linearSwitchFromFluent,20.0,300,30,61,14003.82,20.821712493896484
linearSwitchFromFluent,20.0,300,30,62,12934.75,20.995424032211304
linearSwitchFromFluent,20.0,300,30,63,14163.35,20.815202951431274
linearSwitchFromFluent,20.0,300,30,64,13879.38,20.952611207962036
linearSwitchFromFluent,20.0,300,30,65,13812.86,20.9617440700531
linearSwitchFromFluent,20.0,300,30,66,13283.76,21.038919925689697
linearSwitchFromFluent,20.0,300,30,67,13939.21,20.97013020515442
linearSwitchFromFluent,20.0,300,30,68,14135.51,20.862174034118652
linearSwitchFromFluent,20.0,300,30,69,13608.62,20.87142276763916
linearSwitchFromFluent,20.0,300,30,70,14162.27,20.945589542388916
linearSwitchFromFluent,20.0,300,30,71,14065.23,20.677112340927124
linearSwitchFromFluent,20.0,300,30,72,13763.44,20.899596452713013
linearSwitchFromFluent,20.0,300,30,73,14087.01,21.04947543144226
linearSwitchFromFluent,20.0,300,30,74,13545.78,20.669846296310425
linearSwitchFromFluent,20.0,300,30,75,13153.31,20.783432960510254
linearSwitchFromFluent,20.0,300,30,76,13231.75,21.064472436904907
linearSwitchFromFluent,20.0,300,30,77,13764.4,20.952858686447144
linearSwitchFromFluent,20.0,300,30,78,13801.58,20.81087565422058
linearSwitchFromFluent,20.0,300,30,79,13966.35,20.94356083869934
linearSwitchFromFluent,20.0,300,30,80,13484.91,20.895455598831177
linearSwitchFromFluent,20.0,300,30,81,13842.75,20.964545488357544
linearSwitchFromFluent,20.0,300,30,82,13894.35,20.936137199401855
linearSwitchFromFluent,20.0,300,30,83,13680.48,20.839956045150757
linearSwitchFromFluent,20.0,300,30,84,13056.54,20.733127117156982
linearSwitchFromFluent,20.0,300,30,85,13692.15,21.024364471435547
linearSwitchFromFluent,20.0,300,30,86,13519.61,20.880356073379517
linearSwitchFromFluent,20.0,300,30,87,13873.42,20.905791759490967
linearSwitchFromFluent,20.0,300,30,88,13660.39,20.862111806869507
linearSwitchFromFluent,20.0,300,30,89,13657.24,20.804810047149658
linearSwitchFromFluent,20.0,300,30,90,13363.84,21.140575408935547
linearSwitchFromFluent,20.0,300,30,91,13457.61,21.02446746826172
linearSwitchFromFluent,20.0,300,30,92,14143.61,20.850399255752563
linearSwitchFromFluent,20.0,300,30,93,13604.41,20.833662509918213
linearSwitchFromFluent,20.0,300,30,94,14054.47,20.922388315200806
linearSwitchFromFluent,20.0,300,30,95,13774.54,20.902496099472046
linearSwitchFromFluent,20.0,300,30,96,13474.35,20.984654903411865
linearSwitchFromFluent,20.0,300,30,97,13950.52,20.94803285598755
linearSwitchFromFluent,20.0,300,30,98,14058.76,20.954407930374146
linearSwitchFromFluent,20.0,300,30,99,13681.12,20.846237897872925
linearSwitchFromFluent,20.0,300,40,0,13640.98,20.774831771850586
linearSwitchFromFluent,20.0,300,40,1,14071.33,20.679848194122314
linearSwitchFromFluent,20.0,300,40,2,14473.2,20.679690837860107
linearSwitchFromFluent,20.0,300,40,3,13413.23,20.767070770263672
linearSwitchFromFluent,20.0,300,40,4,14141.77,20.652945280075073
linearSwitchFromFluent,20.0,300,40,5,14884.06,20.636956214904785
linearSwitchFromFluent,20.0,300,40,6,13571.57,20.693902730941772
linearSwitchFromFluent,20.0,300,40,7,13989.09,20.565865755081177
linearSwitchFromFluent,20.0,300,40,8,14273.48,20.709546327590942
linearSwitchFromFluent,20.0,300,40,9,14074.89,20.628561973571777
linearSwitchFromFluent,20.0,300,40,10,14623.44,20.59798502922058
linearSwitchFromFluent,20.0,300,40,11,14514.54,20.84726858139038
linearSwitchFromFluent,20.0,300,40,12,14101.06,20.756359577178955
linearSwitchFromFluent,20.0,300,40,13,14435.62,20.722490310668945
linearSwitchFromFluent,20.0,300,40,14,14219.3,20.811092615127563
linearSwitchFromFluent,20.0,300,40,15,14098.87,20.67151713371277
linearSwitchFromFluent,20.0,300,40,16,13996.07,20.846105813980103
linearSwitchFromFluent,20.0,300,40,17,14521.82,20.667673587799072
linearSwitchFromFluent,20.0,300,40,18,14791.52,20.680811643600464
linearSwitchFromFluent,20.0,300,40,19,13917.76,20.609654426574707
linearSwitchFromFluent,20.0,300,40,20,13932.34,20.86321449279785
linearSwitchFromFluent,20.0,300,40,21,14589.23,20.760111808776855
linearSwitchFromFluent,20.0,300,40,22,14522.98,20.830982208251953
linearSwitchFromFluent,20.0,300,40,23,13882.85,20.695709705352783
linearSwitchFromFluent,20.0,300,40,24,14096.34,20.724812269210815
linearSwitchFromFluent,20.0,300,40,25,14677.58,20.777207136154175
linearSwitchFromFluent,20.0,300,40,26,13783.1,20.787445783615112
linearSwitchFromFluent,20.0,300,40,27,14468.12,20.896897792816162
linearSwitchFromFluent,20.0,300,40,28,13550.83,20.662299394607544
linearSwitchFromFluent,20.0,300,40,29,14069.44,20.691017627716064
linearSwitchFromFluent,20.0,300,40,30,14250.24,20.919068098068237
linearSwitchFromFluent,20.0,300,40,31,15312.74,20.766200304031372
linearSwitchFromFluent,20.0,300,40,32,14320.26,20.743666887283325
linearSwitchFromFluent,20.0,300,40,33,14262.75,20.949410438537598
linearSwitchFromFluent,20.0,300,40,34,14454.56,20.714739322662354
linearSwitchFromFluent,20.0,300,40,35,13811.93,20.876148462295532
linearSwitchFromFluent,20.0,300,40,36,14649.08,20.641831159591675
linearSwitchFromFluent,20.0,300,40,37,14052.65,20.680415868759155
linearSwitchFromFluent,20.0,300,40,38,14543.13,20.739721298217773
linearSwitchFromFluent,20.0,300,40,39,14482.52,20.740899801254272
linearSwitchFromFluent,20.0,300,40,40,14568.6,20.71658492088318
linearSwitchFromFluent,20.0,300,40,41,14252.31,20.793802738189697
linearSwitchFromFluent,20.0,300,40,42,14659.92,20.708104133605957
linearSwitchFromFluent,20.0,300,40,43,13918.74,20.634896993637085
linearSwitchFromFluent,20.0,300,40,44,14802.04,20.714641332626343
linearSwitchFromFluent,20.0,300,40,45,14067.98,20.787357568740845
linearSwitchFromFluent,20.0,300,40,46,14439.06,20.81624960899353
linearSwitchFromFluent,20.0,300,40,47,13963.64,20.759723663330078
linearSwitchFromFluent,20.0,300,40,48,13995.47,20.632876873016357
linearSwitchFromFluent,20.0,300,40,49,14401.6,20.66055202484131
linearSwitchFromFluent,20.0,300,40,50,14569.44,20.778083324432373
linearSwitchFromFluent,20.0,300,40,51,14571.75,20.739840030670166
linearSwitchFromFluent,20.0,300,40,52,14489.26,20.64611577987671
linearSwitchFromFluent,20.0,300,40,53,14615.65,20.679580211639404
linearSwitchFromFluent,20.0,300,40,54,13812.55,20.66783380508423
linearSwitchFromFluent,20.0,300,40,55,14770.81,20.83362913131714
linearSwitchFromFluent,20.0,300,40,56,14568.1,20.877476453781128
linearSwitchFromFluent,20.0,300,40,57,14125.11,20.650769233703613
linearSwitchFromFluent,20.0,300,40,58,14079.23,20.613876819610596
linearSwitchFromFluent,20.0,300,40,59,14239.33,20.999812126159668
linearSwitchFromFluent,20.0,300,40,60,13704.61,20.649675369262695
linearSwitchFromFluent,20.0,300,40,61,14457.9,20.664390563964844
linearSwitchFromFluent,20.0,300,40,62,13858.19,20.719499826431274
linearSwitchFromFluent,20.0,300,40,63,14522.77,20.690150260925293
linearSwitchFromFluent,20.0,300,40,64,14475.18,20.644635438919067
linearSwitchFromFluent,20.0,300,40,65,14574.9,20.740479469299316
linearSwitchFromFluent,20.0,300,40,66,13480.35,20.674347400665283
linearSwitchFromFluent,20.0,300,40,67,14432.03,20.843607664108276
linearSwitchFromFluent,20.0,300,40,68,14739.79,20.869043827056885
linearSwitchFromFluent,20.0,300,40,69,14452.03,21.032100677490234
linearSwitchFromFluent,20.0,300,40,70,14671.83,20.61093044281006
linearSwitchFromFluent,20.0,300,40,71,14811.84,20.667579174041748
linearSwitchFromFluent,20.0,300,40,72,14751.86,20.64613151550293
linearSwitchFromFluent,20.0,300,40,73,14492.45,20.78652310371399
linearSwitchFromFluent,20.0,300,40,74,14342.16,20.93314242362976
linearSwitchFromFluent,20.0,300,40,75,13785.45,20.717963933944702
linearSwitchFromFluent,20.0,300,40,76,14282.28,20.66639471054077
linearSwitchFromFluent,20.0,300,40,77,14175.42,20.670517921447754
linearSwitchFromFluent,20.0,300,40,78,14299.62,20.60282588005066
linearSwitchFromFluent,20.0,300,40,79,14782.62,20.687586307525635
linearSwitchFromFluent,20.0,300,40,80,14612.57,20.745399475097656
linearSwitchFromFluent,20.0,300,40,81,14264.43,20.603116273880005
linearSwitchFromFluent,20.0,300,40,82,14056.38,20.8841655254364
linearSwitchFromFluent,20.0,300,40,83,14297.2,20.615184545516968
linearSwitchFromFluent,20.0,300,40,84,13317.68,20.74627137184143
linearSwitchFromFluent,20.0,300,40,85,14284.78,20.816976308822632
linearSwitchFromFluent,20.0,300,40,86,14218.98,20.61781144142151
linearSwitchFromFluent,20.0,300,40,87,14378.03,20.91709876060486
linearSwitchFromFluent,20.0,300,40,88,14062.26,20.614392042160034
linearSwitchFromFluent,20.0,300,40,89,14585.49,20.82250189781189
linearSwitchFromFluent,20.0,300,40,90,14036.98,20.761895418167114
linearSwitchFromFluent,20.0,300,40,91,13838.29,20.862825632095337
linearSwitchFromFluent,20.0,300,40,92,14932.91,20.634772300720215
linearSwitchFromFluent,20.0,300,40,93,14063.19,20.67595624923706
linearSwitchFromFluent,20.0,300,40,94,14312.52,20.815685987472534
linearSwitchFromFluent,20.0,300,40,95,15062.08,20.62610626220703
linearSwitchFromFluent,20.0,300,40,96,13822.09,20.815118074417114
linearSwitchFromFluent,20.0,300,40,97,14642.1,20.7257137298584
linearSwitchFromFluent,20.0,300,40,98,13833.16,20.774784564971924
linearSwitchFromFluent,20.0,300,40,99,14428.2,20.7725031375885
linearSwitchFromFluent,20.0,300,50,0,14031.88,20.563273429870605
linearSwitchFromFluent,20.0,300,50,1,14692.83,20.665120840072632
linearSwitchFromFluent,20.0,300,50,2,15567.5,20.631388425827026
linearSwitchFromFluent,20.0,300,50,3,13589.38,20.659401655197144
linearSwitchFromFluent,20.0,300,50,4,14231.86,20.570968627929688
linearSwitchFromFluent,20.0,300,50,5,15172.64,20.590547561645508
linearSwitchFromFluent,20.0,300,50,6,14408.53,20.63441824913025
linearSwitchFromFluent,20.0,300,50,7,14570.09,20.53738760948181
linearSwitchFromFluent,20.0,300,50,8,14977.78,20.5407612323761
linearSwitchFromFluent,20.0,300,50,9,15072.18,20.540791749954224
linearSwitchFromFluent,20.0,300,50,10,15302.85,20.590643644332886
linearSwitchFromFluent,20.0,300,50,11,15046.86,20.63280963897705
linearSwitchFromFluent,20.0,300,50,12,15027.04,20.653711318969727
linearSwitchFromFluent,20.0,300,50,13,14760.25,20.599370002746582
linearSwitchFromFluent,20.0,300,50,14,14719.72,20.606112718582153
linearSwitchFromFluent,20.0,300,50,15,14933.61,20.624223709106445
linearSwitchFromFluent,20.0,300,50,16,14828.17,20.633992910385132
linearSwitchFromFluent,20.0,300,50,17,14806.9,20.764047384262085
linearSwitchFromFluent,20.0,300,50,18,14747.41,20.733377695083618
linearSwitchFromFluent,20.0,300,50,19,14615.46,20.548877239227295
linearSwitchFromFluent,20.0,300,50,20,14309.72,20.582276105880737
linearSwitchFromFluent,20.0,300,50,21,14192.79,20.696505546569824
linearSwitchFromFluent,20.0,300,50,22,15183.74,20.635591983795166
linearSwitchFromFluent,20.0,300,50,23,14445.8,20.63810896873474
linearSwitchFromFluent,20.0,300,50,24,15184.1,20.598657846450806
linearSwitchFromFluent,20.0,300,50,25,15408.99,20.559045791625977
linearSwitchFromFluent,20.0,300,50,26,14239.92,20.56576919555664
linearSwitchFromFluent,20.0,300,50,27,14767.33,20.676061153411865
linearSwitchFromFluent,20.0,300,50,28,13919.7,20.564204216003418
linearSwitchFromFluent,20.0,300,50,29,14263.82,20.662134170532227
linearSwitchFromFluent,20.0,300,50,30,14554.77,20.584925174713135
linearSwitchFromFluent,20.0,300,50,31,15094.47,20.566746950149536
linearSwitchFromFluent,20.0,300,50,32,15091.72,20.64363980293274
linearSwitchFromFluent,20.0,300,50,33,14823.79,20.647050857543945
linearSwitchFromFluent,20.0,300,50,34,15345.85,20.740265607833862
linearSwitchFromFluent,20.0,300,50,35,14196.46,20.604351043701172
linearSwitchFromFluent,20.0,300,50,36,15112.72,20.6184184551239
linearSwitchFromFluent,20.0,300,50,37,14415.64,20.60954999923706
linearSwitchFromFluent,20.0,300,50,38,15186.17,20.59986662864685
linearSwitchFromFluent,20.0,300,50,39,15250.54,20.556443691253662
linearSwitchFromFluent,20.0,300,50,40,15122.87,20.69018054008484
linearSwitchFromFluent,20.0,300,50,41,14507.12,20.64447784423828
linearSwitchFromFluent,20.0,300,50,42,14599.03,20.746042251586914
linearSwitchFromFluent,20.0,300,50,43,14697.02,20.652892112731934
linearSwitchFromFluent,20.0,300,50,44,15279.86,20.601938009262085
linearSwitchFromFluent,20.0,300,50,45,14712.24,20.65550923347473
linearSwitchFromFluent,20.0,300,50,46,14866.57,20.603574991226196
linearSwitchFromFluent,20.0,300,50,47,14681.77,20.55225920677185
linearSwitchFromFluent,20.0,300,50,48,14557.31,20.59896421432495
linearSwitchFromFluent,20.0,300,50,49,14723.98,20.587507724761963
linearSwitchFromFluent,20.0,300,50,50,14948.37,20.590545415878296
linearSwitchFromFluent,20.0,300,50,51,15290.57,20.726948738098145
linearSwitchFromFluent,20.0,300,50,52,14874.18,20.600829362869263
linearSwitchFromFluent,20.0,300,50,53,14811.9,20.655159950256348
linearSwitchFromFluent,20.0,300,50,54,14371.89,20.599326848983765
linearSwitchFromFluent,20.0,300,50,55,15012.13,20.619016885757446
linearSwitchFromFluent,20.0,300,50,56,15201.45,20.643776655197144
linearSwitchFromFluent,20.0,300,50,57,14848.21,20.54188871383667
linearSwitchFromFluent,20.0,300,50,58,14941.37,20.6383957862854
linearSwitchFromFluent,20.0,300,50,59,15178.36,20.560292720794678
linearSwitchFromFluent,20.0,300,50,60,14712.59,20.600951194763184
linearSwitchFromFluent,20.0,300,50,61,15292.76,20.586041688919067
linearSwitchFromFluent,20.0,300,50,62,14484.83,20.561688661575317
linearSwitchFromFluent,20.0,300,50,63,15346.96,20.565247058868408
linearSwitchFromFluent,20.0,300,50,64,14447.94,20.612231969833374
linearSwitchFromFluent,20.0,300,50,65,14714.09,20.648974657058716
linearSwitchFromFluent,20.0,300,50,66,13853.91,20.605971336364746
linearSwitchFromFluent,20.0,300,50,67,15090.6,20.61987805366516
linearSwitchFromFluent,20.0,300,50,68,15138.69,20.80947208404541
linearSwitchFromFluent,20.0,300,50,69,14579.83,20.63912320137024
linearSwitchFromFluent,20.0,300,50,70,15213.09,20.634015321731567
linearSwitchFromFluent,20.0,300,50,71,15296.75,20.593913316726685
linearSwitchFromFluent,20.0,300,50,72,15186.17,20.596462965011597
linearSwitchFromFluent,20.0,300,50,73,14687.36,20.665048122406006
linearSwitchFromFluent,20.0,300,50,74,14783.08,20.58302092552185
linearSwitchFromFluent,20.0,300,50,75,14008.3,20.61009669303894
linearSwitchFromFluent,20.0,300,50,76,14377.8,20.677404642105103
linearSwitchFromFluent,20.0,300,50,77,14458.45,20.631032705307007
linearSwitchFromFluent,20.0,300,50,78,14737.93,20.63746213912964
linearSwitchFromFluent,20.0,300,50,79,14773.49,20.710595846176147
linearSwitchFromFluent,20.0,300,50,80,14780.37,20.70190119743347
linearSwitchFromFluent,20.0,300,50,81,14812.78,20.56405282020569
linearSwitchFromFluent,20.0,300,50,82,14987.43,20.605334043502808
linearSwitchFromFluent,20.0,300,50,83,14657.42,20.600414514541626
linearSwitchFromFluent,20.0,300,50,84,13931.4,20.73849654197693
linearSwitchFromFluent,20.0,300,50,85,14984.01,20.635374307632446
linearSwitchFromFluent,20.0,300,50,86,14335.11,20.55696964263916
linearSwitchFromFluent,20.0,300,50,87,15281.61,20.63825535774231
linearSwitchFromFluent,20.0,300,50,88,14735.24,20.664355516433716
linearSwitchFromFluent,20.0,300,50,89,14838.03,20.672209978103638
linearSwitchFromFluent,20.0,300,50,90,14269.09,20.609137296676636
linearSwitchFromFluent,20.0,300,50,91,14659.2,20.776947021484375
linearSwitchFromFluent,20.0,300,50,92,15105.44,20.577471017837524
linearSwitchFromFluent,20.0,300,50,93,14627.53,20.717936754226685
linearSwitchFromFluent,20.0,300,50,94,14907.18,20.598336935043335
linearSwitchFromFluent,20.0,300,50,95,14973.0,20.650386810302734
linearSwitchFromFluent,20.0,300,50,96,14577.09,20.57736897468567
linearSwitchFromFluent,20.0,300,50,97,14489.96,20.582085371017456
linearSwitchFromFluent,20.0,300,50,98,14884.39,20.579663515090942
linearSwitchFromFluent,20.0,300,50,99,14501.46,20.68766188621521
linearSwitchFromFluent,20.0,300,60,0,14921.0,20.53220248222351
linearSwitchFromFluent,20.0,300,60,1,15333.88,20.614129304885864
linearSwitchFromFluent,20.0,300,60,2,14994.87,20.56363010406494
linearSwitchFromFluent,20.0,300,60,3,14072.79,20.550860166549683
linearSwitchFromFluent,20.0,300,60,4,14811.48,20.56606101989746
linearSwitchFromFluent,20.0,300,60,5,15472.13,20.571209192276
linearSwitchFromFluent,20.0,300,60,6,14894.1,20.555262804031372
linearSwitchFromFluent,20.0,300,60,7,14632.92,20.57075309753418
linearSwitchFromFluent,20.0,300,60,8,15390.26,20.57026481628418
linearSwitchFromFluent,20.0,300,60,9,15486.28,20.487892627716064
linearSwitchFromFluent,20.0,300,60,10,15269.24,20.548022508621216
linearSwitchFromFluent,20.0,300,60,11,15178.06,20.5681095123291
linearSwitchFromFluent,20.0,300,60,12,15352.44,20.66052007675171
linearSwitchFromFluent,20.0,300,60,13,15428.77,20.52919864654541
linearSwitchFromFluent,20.0,300,60,14,15528.29,20.552146911621094
linearSwitchFromFluent,20.0,300,60,15,15144.2,20.531982421875
linearSwitchFromFluent,20.0,300,60,16,14947.0,20.573745250701904
linearSwitchFromFluent,20.0,300,60,17,15055.97,20.534699201583862
linearSwitchFromFluent,20.0,300,60,18,15146.26,20.588337421417236
linearSwitchFromFluent,20.0,300,60,19,14886.97,20.54270625114441
linearSwitchFromFluent,20.0,300,60,20,14908.52,20.576517581939697
linearSwitchFromFluent,20.0,300,60,21,14981.8,20.569337606430054
linearSwitchFromFluent,20.0,300,60,22,15618.18,20.6227126121521
linearSwitchFromFluent,20.0,300,60,23,14620.28,20.546020984649658
linearSwitchFromFluent,20.0,300,60,24,15596.23,20.495076656341553
linearSwitchFromFluent,20.0,300,60,25,15155.48,20.577048301696777
linearSwitchFromFluent,20.0,300,60,26,14824.42,20.63867449760437
linearSwitchFromFluent,20.0,300,60,27,15308.13,20.576266765594482
linearSwitchFromFluent,20.0,300,60,28,14369.44,20.578335523605347
linearSwitchFromFluent,20.0,300,60,29,14508.29,20.587696313858032
linearSwitchFromFluent,20.0,300,60,30,15047.27,20.57894492149353
linearSwitchFromFluent,20.0,300,60,31,15762.48,20.557663440704346
linearSwitchFromFluent,20.0,300,60,32,15379.08,20.535646677017212
linearSwitchFromFluent,20.0,300,60,33,15480.86,20.584043502807617
linearSwitchFromFluent,20.0,300,60,34,15146.67,20.676663875579834
linearSwitchFromFluent,20.0,300,60,35,14639.88,20.5852530002594
linearSwitchFromFluent,20.0,300,60,36,15394.23,20.57374143600464
linearSwitchFromFluent,20.0,300,60,37,14696.79,20.58912420272827
linearSwitchFromFluent,20.0,300,60,38,15157.36,20.787739992141724
linearSwitchFromFluent,20.0,300,60,39,15628.04,20.56027388572693
linearSwitchFromFluent,20.0,300,60,40,15330.52,20.59054207801819
linearSwitchFromFluent,20.0,300,60,41,14822.11,20.5571928024292
linearSwitchFromFluent,20.0,300,60,42,15134.17,20.60461735725403
linearSwitchFromFluent,20.0,300,60,43,14868.42,20.56331443786621
linearSwitchFromFluent,20.0,300,60,44,15613.36,20.504441261291504
linearSwitchFromFluent,20.0,300,60,45,14996.14,20.609737157821655
linearSwitchFromFluent,20.0,300,60,46,15163.29,20.579020738601685
linearSwitchFromFluent,20.0,300,60,47,14800.34,20.56857466697693
linearSwitchFromFluent,20.0,300,60,48,14700.53,20.56746244430542
linearSwitchFromFluent,20.0,300,60,49,15090.19,20.576135873794556
linearSwitchFromFluent,20.0,300,60,50,15360.37,20.71999430656433
linearSwitchFromFluent,20.0,300,60,51,15552.16,20.57085609436035
linearSwitchFromFluent,20.0,300,60,52,15136.99,20.586547136306763
linearSwitchFromFluent,20.0,300,60,53,15052.17,20.556174755096436
linearSwitchFromFluent,20.0,300,60,54,14644.14,20.571038246154785
linearSwitchFromFluent,20.0,300,60,55,15748.2,20.560357332229614
linearSwitchFromFluent,20.0,300,60,56,15925.13,20.51508593559265
linearSwitchFromFluent,20.0,300,60,57,15141.49,20.641927242279053
