algorithm,timelimit,n_people,cohesion,iteration,score,time
annealingFromFluent,0.5,300,80,49,13705.93,1.0265533924102783
annealingFromFluent,0.5,300,80,50,13832.03,1.029646873474121
annealingFromFluent,0.5,300,80,51,13890.5,1.0569217205047607
annealingFromFluent,0.5,300,80,52,13650.65,0.9921422004699707
annealingFromFluent,0.5,300,80,53,13590.65,1.051138162612915
annealingFromFluent,0.5,300,80,54,13507.11,1.012474775314331
annealingFromFluent,0.5,300,80,55,14116.79,1.0362720489501953
annealingFromFluent,0.5,300,80,56,14378.68,1.0126533508300781
annealingFromFluent,0.5,300,80,57,13534.34,1.0236554145812988
annealingFromFluent,0.5,300,80,58,13855.69,0.9763667583465576
annealingFromFluent,0.5,300,80,59,14055.43,0.9821085929870605
annealingFromFluent,0.5,300,80,60,13458.64,1.0065841674804688
annealingFromFluent,0.5,300,80,61,13672.32,1.0884480476379395
annealingFromFluent,0.5,300,80,62,13394.47,0.9985113143920898
annealingFromFluent,0.5,300,80,63,14315.61,1.055490255355835
annealingFromFluent,0.5,300,80,64,13756.66,1.0267858505249023
annealingFromFluent,0.5,300,80,65,13648.75,1.0724117755889893
annealingFromFluent,0.5,300,80,66,13063.76,1.007394790649414
annealingFromFluent,0.5,300,80,67,14210.49,1.0409131050109863
annealingFromFluent,0.5,300,80,68,14073.82,1.0547771453857422
annealingFromFluent,0.5,300,80,69,13653.52,1.0277562141418457
annealingFromFluent,0.5,300,80,70,13741.29,0.9879369735717773
annealingFromFluent,0.5,300,80,71,14065.8,1.0157818794250488
annealingFromFluent,0.5,300,80,72,14007.8,0.9844779968261719
annealingFromFluent,0.5,300,80,73,13696.2,1.0097765922546387
annealingFromFluent,0.5,300,80,74,13994.67,1.0513043403625488
annealingFromFluent,0.5,300,80,75,13072.1,1.0097944736480713
annealingFromFluent,0.5,300,80,76,13566.92,1.032832384109497
annealingFromFluent,0.5,300,80,77,13339.1,1.0610930919647217
annealingFromFluent,0.5,300,80,78,13441.82,1.033142328262329
annealingFromFluent,0.5,300,80,79,13760.18,1.050410509109497
annealingFromFluent,0.5,300,80,80,13917.8,1.1189711093902588
annealingFromFluent,0.5,300,80,81,13656.07,1.0425655841827393
annealingFromFluent,0.5,300,80,82,13793.05,1.0378596782684326
annealingFromFluent,0.5,300,80,83,14092.21,1.020967960357666
annealingFromFluent,0.5,300,80,84,12631.54,1.06034255027771
annealingFromFluent,0.5,300,80,85,14110.36,0.9897201061248779
annealingFromFluent,0.5,300,80,86,13272.42,1.0155746936798096
annealingFromFluent,0.5,300,80,87,13766.43,0.999180793762207
annealingFromFluent,0.5,300,80,88,13506.04,1.0618414878845215
annealingFromFluent,0.5,300,80,89,13628.38,0.9914999008178711
annealingFromFluent,0.5,300,80,90,13192.79,1.03171706199646
annealingFromFluent,0.5,300,80,91,13957.69,1.0210518836975098
annealingFromFluent,0.5,300,80,92,14312.06,1.025085210800171
annealingFromFluent,0.5,300,80,93,14133.02,0.9929518699645996
annealingFromFluent,0.5,300,80,94,14134.87,1.0160412788391113
annealingFromFluent,0.5,300,80,95,DNF,DNF
annealingFromFluent,0.5,300,80,96,13645.56,0.9915273189544678
annealingFromFluent,0.5,300,80,97,14259.15,1.018815517425537
annealingFromFluent,0.5,300,80,98,13720.48,1.0127620697021484
annealingFromFluent,0.5,300,80,99,13268.95,1.0690221786499023
annealingFromFluent,0.5,300,90,0,13406.9,1.009213924407959
annealingFromFluent,0.5,300,90,1,13585.14,1.0359745025634766
annealingFromFluent,0.5,300,90,2,13895.87,0.9972560405731201
annealingFromFluent,0.5,300,90,3,12918.38,0.991668701171875
annealingFromFluent,0.5,300,90,4,13539.99,1.0018157958984375
annealingFromFluent,0.5,300,90,5,14311.09,1.00693678855896
annealingFromFluent,0.5,300,90,6,13317.77,0.9998037815093994
annealingFromFluent,0.5,300,90,7,13532.57,0.980144739151001
annealingFromFluent,0.5,300,90,8,14289.0,0.9891009330749512
annealingFromFluent,0.5,300,90,9,14121.5,0.9430758953094482
annealingFromFluent,0.5,300,90,10,13948.57,0.9656553268432617
annealingFromFluent,0.5,300,90,11,13945.29,1.0438623428344727
annealingFromFluent,0.5,300,90,12,13538.43,1.0931036472320557
annealingFromFluent,0.5,300,90,13,14137.47,0.9811346530914307
annealingFromFluent,0.5,300,90,14,14001.5,0.9883079528808594
annealingFromFluent,0.5,300,90,15,13887.75,1.0001225471496582
annealingFromFluent,0.5,300,90,16,13683.47,0.9770104885101318
annealingFromFluent,0.5,300,90,17,14032.44,0.9804949760437012
annealingFromFluent,0.5,300,90,18,13627.07,1.0396332740783691
annealingFromFluent,0.5,300,90,19,13829.63,1.0012805461883545
annealingFromFluent,0.5,300,90,20,13510.83,1.0120816230773926
annealingFromFluent,0.5,300,90,21,13968.65,1.0559539794921875
annealingFromFluent,0.5,300,90,22,13617.39,1.0323078632354736
annealingFromFluent,0.5,300,90,23,13500.36,1.0153491497039795
annealingFromFluent,0.5,300,90,24,13861.41,1.038071870803833
annealingFromFluent,0.5,300,90,25,14044.24,1.0188539028167725
annealingFromFluent,0.5,300,90,26,13378.33,1.046550989151001
annealingFromFluent,0.5,300,90,27,13519.98,1.0003366470336914
annealingFromFluent,0.5,300,90,28,12771.95,1.0145697593688965
annealingFromFluent,0.5,300,90,29,13107.53,1.0300099849700928
annealingFromFluent,0.5,300,90,30,14172.62,0.9907443523406982
annealingFromFluent,0.5,300,90,31,14504.05,0.967015266418457
annealingFromFluent,0.5,300,90,32,13758.56,1.0296831130981445
annealingFromFluent,0.5,300,90,33,13931.55,1.0400402545928955
annealingFromFluent,0.5,300,90,34,14131.9,1.1203086376190186
annealingFromFluent,0.5,300,90,35,13216.83,1.013803243637085
annealingFromFluent,0.5,300,90,36,13939.62,1.0214152336120605
annealingFromFluent,0.5,300,90,37,13315.16,1.0212833881378174
annealingFromFluent,0.5,300,90,38,14233.19,1.0231258869171143
annealingFromFluent,0.5,300,90,39,13968.62,0.9964499473571777
annealingFromFluent,0.5,300,90,40,14064.22,1.0192432403564453
annealingFromFluent,0.5,300,90,41,13605.34,1.003612756729126
annealingFromFluent,0.5,300,90,42,13428.69,1.0375463962554932
annealingFromFluent,0.5,300,90,43,13442.92,1.020848274230957
annealingFromFluent,0.5,300,90,44,14231.01,1.010679006576538
annealingFromFluent,0.5,300,90,45,13817.47,1.0332231521606445
annealingFromFluent,0.5,300,90,46,13548.55,1.0400118827819824
annealingFromFluent,0.5,300,90,47,14100.32,0.9813497066497803
annealingFromFluent,0.5,300,90,48,13359.44,1.0089917182922363
annealingFromFluent,0.5,300,90,49,13558.17,1.0254573822021484
annealingFromFluent,0.5,300,90,50,14431.93,1.0418882369995117
annealingFromFluent,0.5,300,90,51,14244.13,1.0253844261169434
annealingFromFluent,0.5,300,90,52,13822.28,1.0170025825500488
annealingFromFluent,0.5,300,90,53,13610.91,1.051682710647583
annealingFromFluent,0.5,300,90,54,13507.11,1.0038046836853027
annealingFromFluent,0.5,300,90,55,14460.62,1.0151715278625488
annealingFromFluent,0.5,300,90,56,14378.68,1.0136253833770752
annealingFromFluent,0.5,300,90,57,13729.36,0.9943089485168457
annealingFromFluent,0.5,300,90,58,13308.91,1.036529541015625
annealingFromFluent,0.5,300,90,59,14176.22,0.9589102268218994
annealingFromFluent,0.5,300,90,60,13892.32,0.9885668754577637
annealingFromFluent,0.5,300,90,61,13857.66,1.0368270874023438
annealingFromFluent,0.5,300,90,62,13591.32,0.9966108798980713
annealingFromFluent,0.5,300,90,63,13806.99,1.0137009620666504
annealingFromFluent,0.5,300,90,64,13826.92,1.011937141418457
annealingFromFluent,0.5,300,90,65,13722.76,1.0658986568450928
annealingFromFluent,0.5,300,90,66,13172.88,0.9998714923858643
annealingFromFluent,0.5,300,90,67,13636.31,1.0419316291809082
annealingFromFluent,0.5,300,90,68,14131.79,1.042999267578125
annealingFromFluent,0.5,300,90,69,13508.12,1.0196197032928467
annealingFromFluent,0.5,300,90,70,13796.39,0.9768171310424805
annealingFromFluent,0.5,300,90,71,14159.15,0.9827110767364502
annealingFromFluent,0.5,300,90,72,13793.85,0.994882345199585
annealingFromFluent,0.5,300,90,73,13596.63,1.0251407623291016
annealingFromFluent,0.5,300,90,74,14046.54,1.0308167934417725
annealingFromFluent,0.5,300,90,75,13277.57,1.0135092735290527
annealingFromFluent,0.5,300,90,76,13566.92,1.0353398323059082
annealingFromFluent,0.5,300,90,77,13732.31,0.9901061058044434
annealingFromFluent,0.5,300,90,78,13519.42,1.0222280025482178
annealingFromFluent,0.5,300,90,79,13725.67,1.071578025817871
annealingFromFluent,0.5,300,90,80,13917.8,1.1023809909820557
annealingFromFluent,0.5,300,90,81,13639.48,1.0421435832977295
annealingFromFluent,0.5,300,90,82,13417.33,1.0224082469940186
annealingFromFluent,0.5,300,90,83,14092.21,1.0204181671142578
annealingFromFluent,0.5,300,90,84,12631.54,1.0459599494934082
annealingFromFluent,0.5,300,90,85,14255.26,0.9883956909179688
annealingFromFluent,0.5,300,90,86,13302.36,1.0004723072052002
annealingFromFluent,0.5,300,90,87,13514.47,1.0141890048980713
annealingFromFluent,0.5,300,90,88,13506.04,1.0518839359283447
annealingFromFluent,0.5,300,90,89,13628.38,0.9887838363647461
annealingFromFluent,0.5,300,90,90,13474.44,0.9908447265625
annealingFromFluent,0.5,300,90,91,13955.61,1.0313472747802734
annealingFromFluent,0.5,300,90,92,14303.28,1.0099480152130127
annealingFromFluent,0.5,300,90,93,13795.69,1.009016752243042
annealingFromFluent,0.5,300,90,94,13572.23,0.9983630180358887
annealingFromFluent,0.5,300,90,95,14451.22,1.0053660869598389
annealingFromFluent,0.5,300,90,96,13390.94,1.0078086853027344
annealingFromFluent,0.5,300,90,97,14362.93,1.000906229019165
annealingFromFluent,0.5,300,90,98,13948.93,0.9836626052856445
annealingFromFluent,0.5,300,90,99,13454.16,1.004530668258667
annealingFromFluent,0.5,300,100,0,13406.9,1.0016980171203613
annealingFromFluent,0.5,300,100,1,14331.93,0.977088451385498
annealingFromFluent,0.5,300,100,2,13895.87,0.9793674945831299
annealingFromFluent,0.5,300,100,3,12918.38,0.9907097816467285
annealingFromFluent,0.5,300,100,4,13539.99,1.0094373226165771
annealingFromFluent,0.5,300,100,5,14311.09,1.009761095046997
annealingFromFluent,0.5,300,100,6,13317.77,1.0025458335876465
annealingFromFluent,0.5,300,100,7,13532.57,0.9792342185974121
annealingFromFluent,0.5,300,100,8,14278.39,0.971747636795044
annealingFromFluent,0.5,300,100,9,14121.5,0.9423086643218994
annealingFromFluent,0.5,300,100,10,13944.18,0.9631829261779785
annealingFromFluent,0.5,300,100,11,13683.72,1.046910285949707
annealingFromFluent,0.5,300,100,12,13460.67,1.0718474388122559
annealingFromFluent,0.5,300,100,13,14075.16,0.9744453430175781
annealingFromFluent,0.5,300,100,14,14001.5,0.9810271263122559
annealingFromFluent,0.5,300,100,15,14243.05,0.9855527877807617
annealingFromFluent,0.5,300,100,16,13952.68,1.0166504383087158
annealingFromFluent,0.5,300,100,17,14042.12,1.0071384906768799
annealingFromFluent,0.5,300,100,18,13627.07,1.030179500579834
annealingFromFluent,0.5,300,100,19,13829.63,0.9957358837127686
annealingFromFluent,0.5,300,100,20,13510.83,1.0292408466339111
annealingFromFluent,0.5,300,100,21,13968.65,1.0576989650726318
annealingFromFluent,0.5,300,100,22,13617.39,1.02768874168396
annealingFromFluent,0.5,300,100,23,13354.62,1.0407624244689941
annealingFromFluent,0.5,300,100,24,13861.41,1.0355162620544434
annealingFromFluent,0.5,300,100,25,13957.2,1.0028855800628662
annealingFromFluent,0.5,300,100,26,13378.33,1.032761812210083
annealingFromFluent,0.5,300,100,27,13519.98,1.005749225616455
annealingFromFluent,0.5,300,100,28,12771.95,0.9902663230895996
annealingFromFluent,0.5,300,100,29,13144.05,1.0332293510437012
annealingFromFluent,0.5,300,100,30,13818.34,1.0833146572113037
annealingFromFluent,0.5,300,100,31,14504.05,0.953765869140625
annealingFromFluent,0.5,300,100,32,13758.56,1.0179145336151123
annealingFromFluent,0.5,300,100,33,13770.57,1.0260837078094482
annealingFromFluent,0.5,300,100,34,14134.05,1.013885736465454
annealingFromFluent,0.5,300,100,35,13216.83,1.0190818309783936
annealingFromFluent,0.5,300,100,36,13939.62,1.0183124542236328
annealingFromFluent,0.5,300,100,37,13370.64,1.0113131999969482
annealingFromFluent,0.5,300,100,38,14236.08,1.0164079666137695
annealingFromFluent,0.5,300,100,39,13983.62,0.9994235038757324
annealingFromFluent,0.5,300,100,40,14064.22,1.0304982662200928
annealingFromFluent,0.5,300,100,41,13605.34,0.9988512992858887
annealingFromFluent,0.5,300,100,42,13436.91,1.0176901817321777
annealingFromFluent,0.5,300,100,43,13442.92,1.012439250946045
annealingFromFluent,0.5,300,100,44,14253.83,1.0166723728179932
annealingFromFluent,0.5,300,100,45,13817.47,1.0276403427124023
annealingFromFluent,0.5,300,100,46,13548.55,1.040337085723877
annealingFromFluent,0.5,300,100,47,14094.11,0.9807009696960449
annealingFromFluent,0.5,300,100,48,13439.71,0.9981553554534912
annealingFromFluent,0.5,300,100,49,13558.17,1.0179569721221924
annealingFromFluent,0.5,300,100,50,13938.38,1.0280938148498535
annealingFromFluent,0.5,300,100,51,14216.04,1.004455804824829
annealingFromFluent,0.5,300,100,52,13851.19,1.0168414115905762
annealingFromFluent,0.5,300,100,53,13610.91,1.0588631629943848
annealingFromFluent,0.5,300,100,54,13507.11,1.01810622215271
annealingFromFluent,0.5,300,100,55,14304.84,1.0331032276153564
annealingFromFluent,0.5,300,100,56,14378.68,1.011683464050293
annealingFromFluent,0.5,300,100,57,13731.83,1.0010952949523926
annealingFromFluent,0.5,300,100,58,13308.91,1.0286200046539307
annealingFromFluent,0.5,300,100,59,14176.22,0.9746205806732178
annealingFromFluent,0.5,300,100,60,13892.32,0.9744579792022705
annealingFromFluent,0.5,300,100,61,13844.63,1.042480707168579
annealingFromFluent,0.5,300,100,62,13408.45,1.0095789432525635
annealingFromFluent,0.5,300,100,63,13812.32,1.0020885467529297
annealingFromFluent,0.5,300,100,64,13826.92,1.0093412399291992
annealingFromFluent,0.5,300,100,65,13722.76,1.0565776824951172
annealingFromFluent,0.5,300,100,66,13172.88,1.0074026584625244
annealingFromFluent,0.5,300,100,67,13636.31,1.030214786529541
annealingFromFluent,0.5,300,100,68,14146.07,1.048743724822998
annealingFromFluent,0.5,300,100,69,13549.35,1.0199964046478271
annealingFromFluent,0.5,300,100,70,13628.79,0.9844284057617188
annealingFromFluent,0.5,300,100,71,14159.15,0.9860646724700928
annealingFromFluent,0.5,300,100,72,13915.48,0.9854776859283447
annealingFromFluent,0.5,300,100,73,13608.34,1.013629674911499
annealingFromFluent,0.5,300,100,74,14041.54,1.045306921005249
annealingFromFluent,0.5,300,100,75,13277.57,1.0236053466796875
annealingFromFluent,0.5,300,100,76,13566.92,1.0311336517333984
annealingFromFluent,0.5,300,100,77,13732.31,0.998035192489624
annealingFromFluent,0.5,300,100,78,13524.17,1.031714916229248
annealingFromFluent,0.5,300,100,79,13715.8,1.0332019329071045
annealingFromFluent,0.5,300,100,80,13670.61,1.0245676040649414
annealingFromFluent,0.5,300,100,81,13685.45,1.0410232543945312
annealingFromFluent,0.5,300,100,82,13386.44,1.0303270816802979
annealingFromFluent,0.5,300,100,83,14092.21,1.02437162399292
annealingFromFluent,0.5,300,100,84,12631.54,1.042262315750122
annealingFromFluent,0.5,300,100,85,14255.26,0.9869143962860107
annealingFromFluent,0.5,300,100,86,13301.56,0.9983201026916504
annealingFromFluent,0.5,300,100,87,13514.47,1.0063302516937256
annealingFromFluent,0.5,300,100,88,13495.79,1.0529232025146484
annealingFromFluent,0.5,300,100,89,13628.38,1.0020875930786133
annealingFromFluent,0.5,300,100,90,13617.29,1.0102918148040771
annealingFromFluent,0.5,300,100,91,13997.69,1.0399103164672852
annealingFromFluent,0.5,300,100,92,14303.28,1.0277068614959717
annealingFromFluent,0.5,300,100,93,13795.69,1.0131864547729492
annealingFromFluent,0.5,300,100,94,13572.23,1.0038399696350098
annealingFromFluent,0.5,300,100,95,14637.49,0.979341983795166
annealingFromFluent,0.5,300,100,96,13696.28,0.980233907699585
annealingFromFluent,0.5,300,100,97,14362.93,0.9922490119934082
annealingFromFluent,0.5,300,100,98,14216.27,0.9586210250854492
annealingFromFluent,0.5,300,100,99,13454.16,0.9961996078491211
annealingFromFluent,1.0,300,0,0,10305.55,2.233682870864868
annealingFromFluent,1.0,300,0,1,10925.82,2.327004909515381
annealingFromFluent,1.0,300,0,2,10695.68,2.32460355758667
annealingFromFluent,1.0,300,0,3,10121.98,2.2962567806243896
annealingFromFluent,1.0,300,0,4,10622.82,2.292144298553467
annealingFromFluent,1.0,300,0,5,10880.18,2.326617479324341
annealingFromFluent,1.0,300,0,6,10346.2,2.3182008266448975
annealingFromFluent,1.0,300,0,7,10528.19,2.2716445922851562
annealingFromFluent,1.0,300,0,8,10561.86,2.3210651874542236
annealingFromFluent,1.0,300,0,9,10909.16,2.233104944229126
annealingFromFluent,1.0,300,0,10,10779.28,2.290786027908325
annealingFromFluent,1.0,300,0,11,10594.3,2.2825136184692383
annealingFromFluent,1.0,300,0,12,10883.85,2.2932281494140625
annealingFromFluent,1.0,300,0,13,10882.67,2.3210809230804443
annealingFromFluent,1.0,300,0,14,10932.42,2.2840662002563477
annealingFromFluent,1.0,300,0,15,10584.32,2.358236789703369
annealingFromFluent,1.0,300,0,16,10416.08,2.3596138954162598
annealingFromFluent,1.0,300,0,17,10666.56,2.3043932914733887
annealingFromFluent,1.0,300,0,18,10505.16,2.339553117752075
annealingFromFluent,1.0,300,0,19,11028.89,2.2951788902282715
annealingFromFluent,1.0,300,0,20,10402.86,2.3311574459075928
annealingFromFluent,1.0,300,0,21,11142.21,2.232710123062134
annealingFromFluent,1.0,300,0,22,10822.67,2.2805442810058594
annealingFromFluent,1.0,300,0,23,10547.14,2.3262734413146973
annealingFromFluent,1.0,300,0,24,10636.26,2.279045820236206
annealingFromFluent,1.0,300,0,25,10965.67,2.348468065261841
annealingFromFluent,1.0,300,0,26,10640.87,2.2379167079925537
annealingFromFluent,1.0,300,0,27,10543.34,2.303884506225586
annealingFromFluent,1.0,300,0,28,10418.63,2.2507376670837402
annealingFromFluent,1.0,300,0,29,10328.06,2.3317415714263916
annealingFromFluent,1.0,300,0,30,10399.46,2.315349817276001
annealingFromFluent,1.0,300,0,31,11090.54,2.3236348628997803
annealingFromFluent,1.0,300,0,32,10514.31,2.316772222518921
annealingFromFluent,1.0,300,0,33,11129.81,2.2826642990112305
annealingFromFluent,1.0,300,0,34,10618.25,2.283015489578247
annealingFromFluent,1.0,300,0,35,10561.03,2.3094911575317383
annealingFromFluent,1.0,300,0,36,10950.77,2.2499234676361084
annealingFromFluent,1.0,300,0,37,10320.76,2.2794604301452637
annealingFromFluent,1.0,300,0,38,10934.98,2.3006696701049805
annealingFromFluent,1.0,300,0,39,10490.61,2.288320779800415
annealingFromFluent,1.0,300,0,40,10593.67,2.2568788528442383
annealingFromFluent,1.0,300,0,41,10650.03,2.2554268836975098
annealingFromFluent,1.0,300,0,42,11120.02,2.3242359161376953
annealingFromFluent,1.0,300,0,43,10479.21,2.2939510345458984
annealingFromFluent,1.0,300,0,44,10448.89,2.3117964267730713
annealingFromFluent,1.0,300,0,45,10762.87,2.3052074909210205
annealingFromFluent,1.0,300,0,46,10441.27,2.3102803230285645
annealingFromFluent,1.0,300,0,47,10336.4,2.3265178203582764
annealingFromFluent,1.0,300,0,48,10347.09,2.2676758766174316
annealingFromFluent,1.0,300,0,49,10621.3,2.2573812007904053
annealingFromFluent,1.0,300,0,50,10986.63,2.3275630474090576
annealingFromFluent,1.0,300,0,51,10760.63,2.3495569229125977
annealingFromFluent,1.0,300,0,52,10700.96,2.2809994220733643
annealingFromFluent,1.0,300,0,53,10864.75,2.322702646255493
annealingFromFluent,1.0,300,0,54,10597.49,2.2807507514953613
annealingFromFluent,1.0,300,0,55,10497.51,2.342177152633667
annealingFromFluent,1.0,300,0,56,10892.51,2.2884292602539062
annealingFromFluent,1.0,300,0,57,11003.71,2.310828447341919
annealingFromFluent,1.0,300,0,58,10591.74,2.259723663330078
annealingFromFluent,1.0,300,0,59,10523.35,2.279545545578003
annealingFromFluent,1.0,300,0,60,10658.03,2.3165314197540283
annealingFromFluent,1.0,300,0,61,10670.75,2.3263494968414307
annealingFromFluent,1.0,300,0,62,10332.32,2.2471725940704346
annealingFromFluent,1.0,300,0,63,11134.16,2.272763967514038
annealingFromFluent,1.0,300,0,64,10650.84,2.2826569080352783
annealingFromFluent,1.0,300,0,65,10825.16,2.2876553535461426
annealingFromFluent,1.0,300,0,66,10267.94,2.215622901916504
annealingFromFluent,1.0,300,0,67,10358.92,2.2296085357666016
annealingFromFluent,1.0,300,0,68,11163.09,2.2520837783813477
annealingFromFluent,1.0,300,0,69,10291.77,2.28649640083313
annealingFromFluent,1.0,300,0,70,11000.1,2.272862195968628
annealingFromFluent,1.0,300,0,71,10700.08,2.3567287921905518
annealingFromFluent,1.0,300,0,72,10694.76,2.313028335571289
annealingFromFluent,1.0,300,0,73,10701.07,2.3187506198883057
annealingFromFluent,1.0,300,0,74,10438.25,2.2894625663757324
annealingFromFluent,1.0,300,0,75,9983.17,2.344809055328369
annealingFromFluent,1.0,300,0,76,10434.46,2.310570478439331
annealingFromFluent,1.0,300,0,77,10570.47,2.2601518630981445
annealingFromFluent,1.0,300,0,78,10990.88,2.2305784225463867
annealingFromFluent,1.0,300,0,79,10802.67,2.2842791080474854
annealingFromFluent,1.0,300,0,80,10850.16,2.292185068130493
annealingFromFluent,1.0,300,0,81,10396.2,2.338263988494873
annealingFromFluent,1.0,300,0,82,10511.45,2.34910249710083
annealingFromFluent,1.0,300,0,83,10692.64,2.3324103355407715
annealingFromFluent,1.0,300,0,84,10196.79,2.2611916065216064
annealingFromFluent,1.0,300,0,85,10945.98,2.3199827671051025
annealingFromFluent,1.0,300,0,86,10594.26,2.2642598152160645
annealingFromFluent,1.0,300,0,87,10896.57,2.280582904815674
annealingFromFluent,1.0,300,0,88,10438.92,2.2574524879455566
annealingFromFluent,1.0,300,0,89,10586.27,2.2989308834075928
annealingFromFluent,1.0,300,0,90,10494.65,2.297119140625
annealingFromFluent,1.0,300,0,91,10709.87,2.2688941955566406
annealingFromFluent,1.0,300,0,92,11033.53,2.2226340770721436
annealingFromFluent,1.0,300,0,93,10713.54,2.3170387744903564
annealingFromFluent,1.0,300,0,94,10718.57,2.306123971939087
annealingFromFluent,1.0,300,0,95,10494.16,2.314924716949463
annealingFromFluent,1.0,300,0,96,10090.86,2.308739423751831
annealingFromFluent,1.0,300,0,97,10819.31,2.3590247631073
annealingFromFluent,1.0,300,0,98,10588.38,2.2699029445648193
annealingFromFluent,1.0,300,0,99,10657.66,2.2239997386932373
annealingFromFluent,1.0,300,10,0,10847.12,2.2389743328094482
annealingFromFluent,1.0,300,10,1,11931.76,2.288304567337036
annealingFromFluent,1.0,300,10,2,11725.7,2.2798025608062744
annealingFromFluent,1.0,300,10,3,11038.34,2.2416696548461914
annealingFromFluent,1.0,300,10,4,11353.99,2.2197694778442383
annealingFromFluent,1.0,300,10,5,11667.96,2.251774787902832
annealingFromFluent,1.0,300,10,6,11659.02,2.175344467163086
annealingFromFluent,1.0,300,10,7,11065.13,2.146423578262329
annealingFromFluent,1.0,300,10,8,11139.97,2.275385618209839
annealingFromFluent,1.0,300,10,9,11449.07,2.2739737033843994
annealingFromFluent,1.0,300,10,10,11496.97,2.2608489990234375
annealingFromFluent,1.0,300,10,11,11533.13,2.1686160564422607
annealingFromFluent,1.0,300,10,12,11100.31,2.2660293579101562
annealingFromFluent,1.0,300,10,13,11668.41,2.3088810443878174
annealingFromFluent,1.0,300,10,14,11832.3,2.272104024887085
annealingFromFluent,1.0,300,10,15,11370.85,2.2774975299835205
annealingFromFluent,1.0,300,10,16,11415.35,2.2315547466278076
annealingFromFluent,1.0,300,10,17,11443.22,2.2074100971221924
annealingFromFluent,1.0,300,10,18,11375.43,2.308729887008667
annealingFromFluent,1.0,300,10,19,11650.4,2.238342523574829
annealingFromFluent,1.0,300,10,20,11093.42,2.2361550331115723
annealingFromFluent,1.0,300,10,21,11517.53,2.237874746322632
annealingFromFluent,1.0,300,10,22,11744.97,2.2691712379455566
annealingFromFluent,1.0,300,10,23,11169.37,2.2500128746032715
annealingFromFluent,1.0,300,10,24,11504.71,2.2781822681427
annealingFromFluent,1.0,300,10,25,11495.76,2.3020544052124023
annealingFromFluent,1.0,300,10,26,10907.51,2.185214042663574
annealingFromFluent,1.0,300,10,27,11064.67,2.2763051986694336
annealingFromFluent,1.0,300,10,28,10864.03,2.157864570617676
annealingFromFluent,1.0,300,10,29,11237.51,2.25527024269104
annealingFromFluent,1.0,300,10,30,11347.11,2.3137922286987305
annealingFromFluent,1.0,300,10,31,11703.1,2.2043538093566895
annealingFromFluent,1.0,300,10,32,11709.72,2.224071502685547
annealingFromFluent,1.0,300,10,33,11453.83,2.2052643299102783
annealingFromFluent,1.0,300,10,34,11656.5,2.25166392326355
annealingFromFluent,1.0,300,10,35,11028.57,2.258993148803711
annealingFromFluent,1.0,300,10,36,11540.69,2.2513060569763184
annealingFromFluent,1.0,300,10,37,11865.36,2.171602487564087
annealingFromFluent,1.0,300,10,38,11532.04,2.2750775814056396
annealingFromFluent,1.0,300,10,39,11613.46,2.2132039070129395
annealingFromFluent,1.0,300,10,40,11720.98,2.2366983890533447
annealingFromFluent,1.0,300,10,41,11379.28,2.3140294551849365
annealingFromFluent,1.0,300,10,42,11600.11,2.326275587081909
annealingFromFluent,1.0,300,10,43,11577.27,2.1282424926757812
annealingFromFluent,1.0,300,10,44,11758.07,2.2287070751190186
annealingFromFluent,1.0,300,10,45,11399.12,2.230443000793457
annealingFromFluent,1.0,300,10,46,11427.27,2.216968059539795
annealingFromFluent,1.0,300,10,47,11450.1,2.232814311981201
annealingFromFluent,1.0,300,10,48,11434.81,2.2427852153778076
annealingFromFluent,1.0,300,10,49,11605.34,2.2064030170440674
annealingFromFluent,1.0,300,10,50,11573.68,2.301178216934204
annealingFromFluent,1.0,300,10,51,11614.01,2.2190840244293213
annealingFromFluent,1.0,300,10,52,11852.25,2.2865922451019287
annealingFromFluent,1.0,300,10,53,11282.23,2.2042455673217773
annealingFromFluent,1.0,300,10,54,11131.48,2.2410378456115723
annealingFromFluent,1.0,300,10,55,11923.49,2.328906774520874
annealingFromFluent,1.0,300,10,56,11251.33,2.2855064868927
annealingFromFluent,1.0,300,10,57,11521.26,2.2190513610839844
annealingFromFluent,1.0,300,10,58,11446.78,2.2962870597839355
annealingFromFluent,1.0,300,10,59,11375.0,2.2495410442352295
annealingFromFluent,1.0,300,10,60,11665.06,2.1825509071350098
annealingFromFluent,1.0,300,10,61,11659.75,2.257864475250244
annealingFromFluent,1.0,300,10,62,11452.62,2.1388144493103027
annealingFromFluent,1.0,300,10,63,11958.23,2.266246795654297
annealingFromFluent,1.0,300,10,64,11446.33,2.285379648208618
annealingFromFluent,1.0,300,10,65,11498.27,2.2744972705841064
annealingFromFluent,1.0,300,10,66,11007.11,2.1913297176361084
annealingFromFluent,1.0,300,10,67,11247.18,2.271040916442871
annealingFromFluent,1.0,300,10,68,11539.95,2.3276610374450684
annealingFromFluent,1.0,300,10,69,11687.84,2.2789547443389893
annealingFromFluent,1.0,300,10,70,11162.59,2.259218454360962
annealingFromFluent,1.0,300,10,71,11606.34,2.2106611728668213
annealingFromFluent,1.0,300,10,72,11741.88,2.2495932579040527
annealingFromFluent,1.0,300,10,73,11375.09,2.263014316558838
annealingFromFluent,1.0,300,10,74,11633.24,2.190584421157837
annealingFromFluent,1.0,300,10,75,10842.88,2.295356273651123
